"","Description","Value","Replicate.Name","Retention.Time","Area","Area.with.QC","Precursor.Ion.Name","Background","Height","Mass.Error.PPM","all.Flags","RT.Flag","blank.Flag","height.min.Flag","overloaded.Flag","area.min.Flag","SN.Flag"
"1807",NA,NA,"180205_Smp_L2C2DCMplus20m_A",9.17,1036291,1036291,"Guanosine",0,73674,-2.1,NA,NA,NA,NA,NA,NA,NA
"1808",NA,NA,"180205_Smp_L2C2DCMplus20m_B",9.17,397275,397275,"Guanosine",0,32708,-1.9,NA,NA,NA,NA,NA,NA,NA
"1809",NA,NA,"180205_Smp_L2C2DCMplus20m_C",9.09,269071,269071,"Guanosine",0,18867,-2.1,NA,NA,NA,NA,NA,NA,NA
"1810",NA,NA,"180205_Std_4uMStdsInH2O_1",10.9,279505312,279505312,"L-Histidine",5371088,12860614,-3.1,NA,NA,NA,NA,NA,NA,NA
"1811",NA,NA,"180205_Std_4uMStdsInH2O_2",10.67,80222272,80222272,"L-Histidine",1768416,3882632,-3.6,NA,NA,NA,NA,NA,NA,NA
"1812",NA,NA,"180205_Std_4uMStdsInMatrix_1",10.98,263619200,263619200,"L-Histidine",3655533,13026086,-3,NA,NA,NA,NA,NA,NA,NA
"1813",NA,NA,"180205_Std_4uMStdsInMatrix_2",11.02,59533688,59533688,"L-Histidine",110953,2646858,-3.7,NA,NA,NA,NA,NA,NA,NA
"1814",NA,NA,"180205_Blk_MQBlk_1",10.93,4362713,4362713,"L-Histidine",642426,250133,-2.9,NA,NA,NA,NA,NA,NA,NA
"1815",NA,NA,"180205_Blk_MQBlk_2",11.04,323331,323331,"L-Histidine",245467,39610,-3.8,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"1816",NA,NA,"180205_Blk_MQBlk_3",10.85,1539374,1539374,"L-Histidine",1256779,94398,-3.6,NA,NA,NA,NA,NA,NA,NA
"1817",NA,NA,"180205_Blk_SWBlk_1",11.17,64640,64640,"L-Histidine",0,12965,-2.6,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"1818",NA,NA,"180205_Blk_SWBlk_2",10.85,10481,10481,"L-Histidine",0,10227,-0.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"1819",NA,NA,"180205_Blk_SWBlk_3",10.94,30492,30492,"L-Histidine",0,8116,-2.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"1820",NA,NA,"180205_Poo_Sept29QC_1",11.19,9548375,9548375,"L-Histidine",146400,497005,-3.2,NA,NA,NA,NA,NA,NA,NA
"1821",NA,NA,"180205_Poo_Sept29QC_2",11.34,1865065,1865065,"L-Histidine",12252,110602,-3.4,NA,NA,NA,NA,NA,NA,NA
"1822",NA,NA,"180205_Poo_Sept29QC_3",11.25,1521020,1521020,"L-Histidine",0,101625,-4.1,NA,NA,NA,NA,NA,NA,NA
"1823",NA,NA,"180205_Poo_Sept29QC_4",11.34,2084621,2084621,"L-Histidine",0,93365,-3.7,NA,NA,NA,NA,NA,NA,NA
"1824",NA,NA,"180205_Poo_TruePoo_Full1",11.22,11818299,11818299,"L-Histidine",0,604401,-3,NA,NA,NA,NA,NA,NA,NA
"1825",NA,NA,"180205_Poo_TruePoo_Full2",11.34,2395284,2395284,"L-Histidine",0,128515,-3.3,NA,NA,NA,NA,NA,NA,NA
"1826",NA,NA,"180205_Poo_TruePoo_Full3",11.25,778495,778495,"L-Histidine",362011,88131,-3.5,"blank.Flag,    SN.Flag",NA,"blank.Flag",NA,NA,NA,"SN.Flag"
"1827",NA,NA,"180205_Poo_TruePoo_Half1",11.11,7927174,7927174,"L-Histidine",0,373061,-2.9,NA,NA,NA,NA,NA,NA,NA
"1828",NA,NA,"180205_Poo_TruePoo_Half2",11.19,1926747,1926747,"L-Histidine",0,91879,-3.3,NA,NA,NA,NA,NA,NA,NA
"1829",NA,NA,"180205_Poo_TruePoo_Half3",11.13,1398637,1398637,"L-Histidine",0,75446,-3.8,NA,NA,NA,NA,NA,NA,NA
"1830",NA,NA,"180205_Smp_L1C32DCMless10m_A",11.32,11093210,11093210,"L-Histidine",0,544702,-3.2,NA,NA,NA,NA,NA,NA,NA
"1831",NA,NA,"180205_Smp_L1C32DCMless10m_B",11.24,2335669,2335669,"L-Histidine",0,156708,-3.5,NA,NA,NA,NA,NA,NA,NA
"1832",NA,NA,"180205_Smp_L1C32DCMless10m_C",11.2,1480470,1480470,"L-Histidine",417412,153037,-3.6,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"1833",NA,NA,"180205_Smp_L1C32DCMless20m_A",11.38,3181953,3181953,"L-Histidine",19522,150854,-3.2,NA,NA,NA,NA,NA,NA,NA
"1834",NA,NA,"180205_Smp_L1C32DCMless20m_B",11.27,4578528,4578528,"L-Histidine",834315,329919,-3.4,NA,NA,NA,NA,NA,NA,NA
"1835",NA,NA,"180205_Smp_L1C32DCMless20m_C",11.22,2101451,2101451,"L-Histidine",385379,206069,-3.6,NA,NA,NA,NA,NA,NA,NA
"1836",NA,NA,"180205_Smp_L1C33DCM_A",11.33,2966066,2966066,"L-Histidine",24372,139810,-3.2,NA,NA,NA,NA,NA,NA,NA
"1837",NA,NA,"180205_Smp_L1C33DCM_B",11.28,4138254,4138254,"L-Histidine",587211,296640,-3.5,NA,NA,NA,NA,NA,NA,NA
"1838",NA,NA,"180205_Smp_L1C33DCM_C",11.2,1002838,1002838,"L-Histidine",176249,79807,-4,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"1839",NA,NA,"180205_Smp_L1C33DCMplus10m_A",11.25,13933564,13933564,"L-Histidine",96197,773084,-3.2,NA,NA,NA,NA,NA,NA,NA
"1840",NA,NA,"180205_Smp_L1C33DCMplus10m_B",11.24,1969483,1969483,"L-Histidine",477017,165398,-3.5,NA,NA,NA,NA,NA,NA,NA
"1841",NA,NA,"180205_Smp_L1C33DCMplus10m_C",11.24,1282048,1282048,"L-Histidine",327608,123546,-3.7,"blank.Flag,    SN.Flag",NA,"blank.Flag",NA,NA,NA,"SN.Flag"
"1842",NA,NA,"180205_Smp_L1C33DCMplus20m_A",11.31,3453681,3453681,"L-Histidine",11378,159139,-3.5,NA,NA,NA,NA,NA,NA,NA
"1843",NA,NA,"180205_Smp_L1C33DCMplus20m_B",11.24,1554838,1554838,"L-Histidine",0,101353,-3.4,NA,NA,NA,NA,NA,NA,NA
"1844",NA,NA,"180205_Smp_L1C33DCMplus20m_C",11.24,1574370,1574370,"L-Histidine",179980,147738,-3.5,NA,NA,NA,NA,NA,NA,NA
"1845",NA,NA,"180205_Smp_L2C1DCMless10m_A",11.4,2809822,2809822,"L-Histidine",0,137318,-3.5,NA,NA,NA,NA,NA,NA,NA
"1846",NA,NA,"180205_Smp_L2C1DCMless10m_B",11.27,1978409,1978409,"L-Histidine",0,129196,-3.6,NA,NA,NA,NA,NA,NA,NA
"1847",NA,NA,"180205_Smp_L2C1DCMless10m_C",11.22,786011,786011,"L-Histidine",216286,71563,-3.9,"blank.Flag,    SN.Flag",NA,"blank.Flag",NA,NA,NA,"SN.Flag"
"1848",NA,NA,"180205_Smp_L2C1DCMless20m_A",11.24,8416991,8416991,"L-Histidine",69877,411181,-2.7,NA,NA,NA,NA,NA,NA,NA
"1849",NA,NA,"180205_Smp_L2C1DCMless20m_B",11.25,1160796,1160796,"L-Histidine",0,95171,-3.5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"1850",NA,NA,"180205_Smp_L2C1DCMless20m_C",11.2,938649,938649,"L-Histidine",3360,69110,-4,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"1851",NA,NA,"180205_Smp_L2C2DCM_A",11.34,2424168,2424168,"L-Histidine",0,117422,-3.6,NA,NA,NA,NA,NA,NA,NA
"1852",NA,NA,"180205_Smp_L2C2DCM_B",11.27,4245810,4245810,"L-Histidine",592375,323661,-3.5,NA,NA,NA,NA,NA,NA,NA
"1853",NA,NA,"180205_Smp_L2C2DCM_C",11.22,918927,918927,"L-Histidine",1051371,92676,-3.4,"blank.Flag,    SN.Flag",NA,"blank.Flag",NA,NA,NA,"SN.Flag"
"1854",NA,NA,"180205_Smp_L2C2DCMplus10m_A",11.16,7125812,7125812,"L-Histidine",0,328375,-3,NA,NA,NA,NA,NA,NA,NA
"1855",NA,NA,"180205_Smp_L2C2DCMplus10m_B",11.22,1935357,1935357,"L-Histidine",322208,126673,-3.4,NA,NA,NA,NA,NA,NA,NA
"1856",NA,NA,"180205_Smp_L2C2DCMplus10m_C",11.17,979525,979525,"L-Histidine",538318,88345,-3.9,"blank.Flag,    SN.Flag",NA,"blank.Flag",NA,NA,NA,"SN.Flag"
"1857",NA,NA,"180205_Smp_L2C2DCMplus20m_A",11.29,7537485,7537485,"L-Histidine",0,350494,-3,NA,NA,NA,NA,NA,NA,NA
"1858",NA,NA,"180205_Smp_L2C2DCMplus20m_B",11.27,2087801,2087801,"L-Histidine",390949,139090,-3.6,NA,NA,NA,NA,NA,NA,NA
"1859",NA,NA,"180205_Smp_L2C2DCMplus20m_C",11.19,317434,317434,"L-Histidine",745176,47584,-3.7,"blank.Flag,    SN.Flag",NA,"blank.Flag",NA,NA,NA,"SN.Flag"
"1860",NA,NA,"180205_Std_4uMStdsInH2O_1",5.45,128701248,128701248,"Homarine",887191,4657420,-3.8,NA,NA,NA,NA,NA,NA,NA
"1861",NA,NA,"180205_Std_4uMStdsInH2O_2",5.39,127690824,127690824,"Homarine",1138921,4645275,-4.3,NA,NA,NA,NA,NA,NA,NA
"1862",NA,NA,"180205_Std_4uMStdsInMatrix_1",5.45,411038272,411038272,"Homarine",4729185,15262697,-3.7,NA,NA,NA,NA,NA,NA,NA
"1863",NA,NA,"180205_Std_4uMStdsInMatrix_2",5.39,385917856,385917856,"Homarine",3157032,13838958,-4.7,NA,NA,NA,NA,NA,NA,NA
"1864",NA,NA,"180205_Blk_MQBlk_1",5.5,143710,143710,"Homarine",641534,12120,-4.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"1865",NA,NA,"180205_Blk_MQBlk_2",5.16,40375,40375,"Homarine",568099,4227,-3.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"1866",NA,NA,"180205_Blk_MQBlk_3",5.39,706368,706368,"Homarine",666420,31190,-4.1,NA,NA,NA,NA,NA,NA,NA
"1867",NA,NA,"180205_Blk_SWBlk_1",5.5,737142,737142,"Homarine",845052,33632,-3.7,NA,NA,NA,NA,NA,NA,NA
"1868",NA,NA,"180205_Blk_SWBlk_2",5.47,710099,710099,"Homarine",580921,31708,-3.9,NA,NA,NA,NA,NA,NA,NA
"1869",NA,NA,"180205_Blk_SWBlk_3",5.53,596888,596888,"Homarine",713824,25784,-4.4,NA,NA,NA,NA,NA,NA,NA
"1870",NA,NA,"180205_Poo_Sept29QC_1",5.49,602382528,602382528,"Homarine",8355204,22989270,-4,NA,NA,NA,NA,NA,NA,NA
"1871",NA,NA,"180205_Poo_Sept29QC_2",5.46,522394720,522394720,"Homarine",7332676,20737644,-4.2,NA,NA,NA,NA,NA,NA,NA
"1872",NA,NA,"180205_Poo_Sept29QC_3",5.48,543779392,543779392,"Homarine",7805622,21126686,-4.6,NA,NA,NA,NA,NA,NA,NA
"1873",NA,NA,"180205_Poo_Sept29QC_4",5.46,529116448,529116448,"Homarine",6763135,20600086,-4.5,NA,NA,NA,NA,NA,NA,NA
"1874",NA,NA,"180205_Poo_TruePoo_Full1",5.5,680144576,680144576,"Homarine",6750926,26494714,-4.3,NA,NA,NA,NA,NA,NA,NA
"1875",NA,NA,"180205_Poo_TruePoo_Full2",5.48,661225728,661225728,"Homarine",7219960,24765892,-4.4,NA,NA,NA,NA,NA,NA,NA
"1876",NA,NA,"180205_Poo_TruePoo_Full3",5.45,708699200,708699200,"Homarine",8166798,27935090,-4.8,NA,NA,NA,NA,NA,NA,NA
"1877",NA,NA,"180205_Poo_TruePoo_Half1",5.44,366281472,366281472,"Homarine",5384651,13880677,-4.1,NA,NA,NA,NA,NA,NA,NA
"1878",NA,NA,"180205_Poo_TruePoo_Half2",5.42,329328896,329328896,"Homarine",4589775,12125278,-4,NA,NA,NA,NA,NA,NA,NA
"1879",NA,NA,"180205_Poo_TruePoo_Half3",5.39,335262112,335262112,"Homarine",4933990,12128582,-4.3,NA,NA,NA,NA,NA,NA,NA
"1880",NA,NA,"180205_Smp_L1C32DCMless10m_A",5.47,1068752512,1068752512,"Homarine",14418450,41833148,-4.6,NA,NA,NA,NA,NA,NA,NA
"1881",NA,NA,"180205_Smp_L1C32DCMless10m_B",5.42,1059265088,1059265088,"Homarine",10402186,39382688,-4.3,NA,NA,NA,NA,NA,NA,NA
"1882",NA,NA,"180205_Smp_L1C32DCMless10m_C",5.42,1072004160,1072004160,"Homarine",12918356,42856360,-4.7,NA,NA,NA,NA,NA,NA,NA
"1883",NA,NA,"180205_Smp_L1C32DCMless20m_A",5.46,937875328,937875328,"Homarine",10515670,35457424,-4.2,NA,NA,NA,NA,NA,NA,NA
"1884",NA,NA,"180205_Smp_L1C32DCMless20m_B",5.47,3077044480,3077044480,"Homarine",31753398,121736248,-4.7,"overloaded.Flag",NA,NA,NA,"overloaded.Flag",NA,NA
"1885",NA,NA,"180205_Smp_L1C32DCMless20m_C",5.45,1299922048,1299922048,"Homarine",15820762,49172300,-4.9,NA,NA,NA,NA,NA,NA,NA
"1886",NA,NA,"180205_Smp_L1C33DCM_A",5.51,1082672256,1082672256,"Homarine",14305533,42742892,-4.7,NA,NA,NA,NA,NA,NA,NA
"1887",NA,NA,"180205_Smp_L1C33DCM_B",5.49,1962578048,1962578048,"Homarine",22138962,73916832,-4.5,NA,NA,NA,NA,NA,NA,NA
"1888",NA,NA,"180205_Smp_L1C33DCM_C",5.44,909840000,909840000,"Homarine",12563613,34808948,-4.8,NA,NA,NA,NA,NA,NA,NA
"1889",NA,NA,"180205_Smp_L1C33DCMplus10m_A",5.47,1060716608,1060716608,"Homarine",10665540,39490800,-4.3,NA,NA,NA,NA,NA,NA,NA
"1890",NA,NA,"180205_Smp_L1C33DCMplus10m_B",5.44,1162948736,1162948736,"Homarine",10713869,44639000,-4.4,NA,NA,NA,NA,NA,NA,NA
"1891",NA,NA,"180205_Smp_L1C33DCMplus10m_C",5.47,1184259456,1184259456,"Homarine",14381220,44502120,-4.6,NA,NA,NA,NA,NA,NA,NA
"1892",NA,NA,"180205_Smp_L1C33DCMplus20m_A",5.53,1155757824,1155757824,"Homarine",15603733,46316880,-4.5,NA,NA,NA,NA,NA,NA,NA
"1893",NA,NA,"180205_Smp_L1C33DCMplus20m_B",5.44,640995200,640995200,"Homarine",6680996,25263540,-4.4,NA,NA,NA,NA,NA,NA,NA
"1894",NA,NA,"180205_Smp_L1C33DCMplus20m_C",5.47,628396480,628396480,"Homarine",5592079,23464568,-4.4,NA,NA,NA,NA,NA,NA,NA
"1895",NA,NA,"180205_Smp_L2C1DCMless10m_A",5.45,531573280,531573280,"Homarine",5792188,21784112,-4.2,NA,NA,NA,NA,NA,NA,NA
"1896",NA,NA,"180205_Smp_L2C1DCMless10m_B",5.47,332528512,332528512,"Homarine",4756307,13083446,-4,NA,NA,NA,NA,NA,NA,NA
"1897",NA,NA,"180205_Smp_L2C1DCMless10m_C",5.44,329539104,329539104,"Homarine",3947603,12832869,-4.7,NA,NA,NA,NA,NA,NA,NA
"1898",NA,NA,"180205_Smp_L2C1DCMless20m_A",5.47,321331552,321331552,"Homarine",4389260,12997568,-4,NA,NA,NA,NA,NA,NA,NA
"1899",NA,NA,"180205_Smp_L2C1DCMless20m_B",5.47,403385920,403385920,"Homarine",5295205,15160735,-4.2,NA,NA,NA,NA,NA,NA,NA
"1900",NA,NA,"180205_Smp_L2C1DCMless20m_C",5.47,228569632,228569632,"Homarine",3856078,8478764,-4.5,NA,NA,NA,NA,NA,NA,NA
"1901",NA,NA,"180205_Smp_L2C2DCM_A",5.49,283915904,283915904,"Homarine",3745632,11261382,-4.5,NA,NA,NA,NA,NA,NA,NA
"1902",NA,NA,"180205_Smp_L2C2DCM_B",5.42,600961024,600961024,"Homarine",5955875,22491664,-4.5,NA,NA,NA,NA,NA,NA,NA
"1903",NA,NA,"180205_Smp_L2C2DCM_C",5.45,443333600,443333600,"Homarine",5314228,16653691,-4.3,NA,NA,NA,NA,NA,NA,NA
"1904",NA,NA,"180205_Smp_L2C2DCMplus10m_A",5.46,283084832,283084832,"Homarine",3951192,10821836,-3.9,NA,NA,NA,NA,NA,NA,NA
"1905",NA,NA,"180205_Smp_L2C2DCMplus10m_B",5.53,274426304,274426304,"Homarine",3869017,9957568,-3.9,NA,NA,NA,NA,NA,NA,NA
"1906",NA,NA,"180205_Smp_L2C2DCMplus10m_C",5.44,554604416,554604416,"Homarine",7055953,21471570,-4.7,NA,NA,NA,NA,NA,NA,NA
"1907",NA,NA,"180205_Smp_L2C2DCMplus20m_A",5.47,186543408,186543408,"Homarine",3437665,7250745,-4,NA,NA,NA,NA,NA,NA,NA
"1908",NA,NA,"180205_Smp_L2C2DCMplus20m_B",5.45,374831584,374831584,"Homarine",5105359,14741378,-4.3,NA,NA,NA,NA,NA,NA,NA
"1909",NA,NA,"180205_Smp_L2C2DCMplus20m_C",5.39,192500752,192500752,"Homarine",3770680,7303598,-4.4,NA,NA,NA,NA,NA,NA,NA
"1910",NA,NA,"180205_Std_4uMStdsInH2O_1",2.33,28362862,28362862,"Homocysteine thiolactone",508193,2991573,-2.7,NA,NA,NA,NA,NA,NA,NA
"1911",NA,NA,"180205_Std_4uMStdsInH2O_2",2.35,25587024,25587024,"Homocysteine thiolactone",0,2410878,-2.9,NA,NA,NA,NA,NA,NA,NA
"1912",NA,NA,"180205_Std_4uMStdsInMatrix_1",2.35,32928184,32928184,"Homocysteine thiolactone",572064,3387068,-2.4,NA,NA,NA,NA,NA,NA,NA
"1913",NA,NA,"180205_Std_4uMStdsInMatrix_2",2.35,10658780,10658780,"Homocysteine thiolactone",178145,1156180,-3,NA,NA,NA,NA,NA,NA,NA
"1914",NA,NA,"180205_Blk_MQBlk_1",3.84,3921,3921,"Homocysteine thiolactone",0,2946,0.2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1915",NA,NA,"180205_Blk_MQBlk_2",14.75,6022,6022,"Homocysteine thiolactone",0,5013,0.9,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1916",NA,NA,"180205_Blk_MQBlk_3",17.51,5830,5830,"Homocysteine thiolactone",0,4518,1.2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1917",NA,NA,"180205_Blk_SWBlk_1",18.39,5735,5735,"Homocysteine thiolactone",0,5407,2.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1918",NA,NA,"180205_Blk_SWBlk_2",NA,NA,NA,"Homocysteine thiolactone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1919",NA,NA,"180205_Blk_SWBlk_3",NA,NA,NA,"Homocysteine thiolactone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1920",NA,NA,"180205_Poo_Sept29QC_1",NA,NA,NA,"Homocysteine thiolactone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1921",NA,NA,"180205_Poo_Sept29QC_2",7.64,14239,14239,"Homocysteine thiolactone",0,10314,0.6,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1922",NA,NA,"180205_Poo_Sept29QC_3",15.4,5937,5937,"Homocysteine thiolactone",0,5099,0.8,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1923",NA,NA,"180205_Poo_Sept29QC_4",3.3,8019,8019,"Homocysteine thiolactone",0,4614,-1.9,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1924",NA,NA,"180205_Poo_TruePoo_Full1",4.71,4349,4349,"Homocysteine thiolactone",0,3522,1.7,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1925",NA,NA,"180205_Poo_TruePoo_Full2",NA,NA,NA,"Homocysteine thiolactone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1926",NA,NA,"180205_Poo_TruePoo_Full3",7.44,43643,43643,"Homocysteine thiolactone",0,35104,-0.7,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1927",NA,NA,"180205_Poo_TruePoo_Half1",NA,NA,NA,"Homocysteine thiolactone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1928",NA,NA,"180205_Poo_TruePoo_Half2",NA,NA,NA,"Homocysteine thiolactone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1929",NA,NA,"180205_Poo_TruePoo_Half3",16.32,5706,5706,"Homocysteine thiolactone",0,5268,3.2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1930",NA,NA,"180205_Smp_L1C32DCMless10m_A",8.81,5258,5258,"Homocysteine thiolactone",0,3425,-2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1931",NA,NA,"180205_Smp_L1C32DCMless10m_B",15.03,6867,6867,"Homocysteine thiolactone",0,5459,-0.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1932",NA,NA,"180205_Smp_L1C32DCMless10m_C",16.59,6745,6745,"Homocysteine thiolactone",0,5106,1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1933",NA,NA,"180205_Smp_L1C32DCMless20m_A",9.38,4079,4079,"Homocysteine thiolactone",0,3637,-0.8,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1934",NA,NA,"180205_Smp_L1C32DCMless20m_B",16.9,6079,6079,"Homocysteine thiolactone",0,5911,0.4,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1935",NA,NA,"180205_Smp_L1C32DCMless20m_C",7.66,29153,29153,"Homocysteine thiolactone",0,24769,0.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1936",NA,NA,"180205_Smp_L1C33DCM_A",7.49,38805,38805,"Homocysteine thiolactone",0,36700,1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1937",NA,NA,"180205_Smp_L1C33DCM_B",0.31,7197,7197,"Homocysteine thiolactone",0,4534,-2.9,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1938",NA,NA,"180205_Smp_L1C33DCM_C",NA,NA,NA,"Homocysteine thiolactone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1939",NA,NA,"180205_Smp_L1C33DCMplus10m_A",14.56,5841,5841,"Homocysteine thiolactone",0,3169,-0.7,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1940",NA,NA,"180205_Smp_L1C33DCMplus10m_B",15.64,5794,5794,"Homocysteine thiolactone",0,5025,3.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1941",NA,NA,"180205_Smp_L1C33DCMplus10m_C",7.3,55335,55335,"Homocysteine thiolactone",0,50316,0,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1942",NA,NA,"180205_Smp_L1C33DCMplus20m_A",7.59,85910,85910,"Homocysteine thiolactone",0,39135,0.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1943",NA,NA,"180205_Smp_L1C33DCMplus20m_B",7.38,59360,59360,"Homocysteine thiolactone",0,63514,0,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1944",NA,NA,"180205_Smp_L1C33DCMplus20m_C",NA,NA,NA,"Homocysteine thiolactone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1945",NA,NA,"180205_Smp_L2C1DCMless10m_A",7.2,9644,9644,"Homocysteine thiolactone",0,8416,0.2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1946",NA,NA,"180205_Smp_L2C1DCMless10m_B",16.88,6341,6341,"Homocysteine thiolactone",0,3671,2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1947",NA,NA,"180205_Smp_L2C1DCMless10m_C",4.32,3781,3781,"Homocysteine thiolactone",0,3212,0.4,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1948",NA,NA,"180205_Smp_L2C1DCMless20m_A",4.79,4151,4151,"Homocysteine thiolactone",0,2299,0.7,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1949",NA,NA,"180205_Smp_L2C1DCMless20m_B",2.38,4305,4305,"Homocysteine thiolactone",0,3088,-5.3,NA,NA,NA,NA,NA,NA,NA
"1950",NA,NA,"180205_Smp_L2C1DCMless20m_C",16.87,5893,5893,"Homocysteine thiolactone",0,6154,0.2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1951",NA,NA,"180205_Smp_L2C2DCM_A",7.54,33816,33816,"Homocysteine thiolactone",0,25846,0.3,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1952",NA,NA,"180205_Smp_L2C2DCM_B",7.4,86680,86680,"Homocysteine thiolactone",0,71664,0.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1953",NA,NA,"180205_Smp_L2C2DCM_C",7.53,50253,50253,"Homocysteine thiolactone",0,36270,1.7,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1954",NA,NA,"180205_Smp_L2C2DCMplus10m_A",7.54,23974,23974,"Homocysteine thiolactone",0,20072,0.2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1955",NA,NA,"180205_Smp_L2C2DCMplus10m_B",17.25,6577,6577,"Homocysteine thiolactone",0,5961,3.4,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1956",NA,NA,"180205_Smp_L2C2DCMplus10m_C",13.87,6948,6948,"Homocysteine thiolactone",0,5358,0.5,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1957",NA,NA,"180205_Smp_L2C2DCMplus20m_A",NA,NA,NA,"Homocysteine thiolactone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1958",NA,NA,"180205_Smp_L2C2DCMplus20m_B",17.8,6431,6431,"Homocysteine thiolactone",0,5143,3.3,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1959",NA,NA,"180205_Smp_L2C2DCMplus20m_C",15.43,6108,6108,"Homocysteine thiolactone",0,5985,0.3,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1960",NA,NA,"180205_Std_4uMStdsInH2O_1",12.67,19902786,19902786,"L-Homocystine",0,969401,-2,NA,NA,NA,NA,NA,NA,NA
"1961",NA,NA,"180205_Std_4uMStdsInH2O_2",12.28,8168466,8168466,"L-Homocystine",0,351986,-2.4,NA,NA,NA,NA,NA,NA,NA
"1962",NA,NA,"180205_Std_4uMStdsInMatrix_1",12.75,17841126,17841126,"L-Homocystine",0,836000,-2,NA,NA,NA,NA,NA,NA,NA
"1963",NA,NA,"180205_Std_4uMStdsInMatrix_2",12.41,9031367,9031367,"L-Homocystine",0,354399,-2.5,NA,NA,NA,NA,NA,NA,NA
"1964",NA,NA,"180205_Blk_MQBlk_1",NA,NA,NA,"L-Homocystine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965",NA,NA,"180205_Blk_MQBlk_2",3.51,4463,4463,"L-Homocystine",0,2991,-1.6,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"1966",NA,NA,"180205_Blk_MQBlk_3",NA,NA,NA,"L-Homocystine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967",NA,NA,"180205_Blk_SWBlk_1",NA,NA,NA,"L-Homocystine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1968",NA,NA,"180205_Blk_SWBlk_2",NA,NA,NA,"L-Homocystine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1969",NA,NA,"180205_Blk_SWBlk_3",NA,NA,NA,"L-Homocystine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
